subject	label	measurement	mean
1	WALKING	tbodygyrojerkmagmean	-0.298703679084211
1	WALKING	tbodygyrojerkmagstandarddeviation	-0.325324878894737
1	WALKING	fbodyaccmeanx	-0.202794306326316
1	WALKING	fbodyaccmeany	0.0897127264021053
1	WALKING	fbodyaccmeanz	-0.331560117789474
1	WALKING	fbodyaccstandarddeviationx	-0.319134719578947
1	WALKING	fbodyaccstandarddeviationy	0.056040006846
1	WALKING	fbodyaccstandarddeviationz	-0.279686751494737
1	WALKING	fbodyaccjerkmeanx	-0.170546964549579
1	WALKING	fbodyaccjerkmeany	-0.0352255241130632
1	WALKING	fbodyaccjerkmeanz	-0.468999224631579
1	WALKING	fbodyaccjerkstandarddeviationx	-0.133586606326316
1	WALKING	fbodyaccjerkstandarddeviationy	0.106739857136
1	WALKING	fbodyaccjerkstandarddeviationz	-0.534713440421053
1	WALKING	fbodygyromeanx	-0.339032197115789
1	WALKING	fbodygyromeany	-0.103059416434737
1	WALKING	fbodygyromeanz	-0.255940940315789
1	WALKING	fbodygyrostandarddeviationx	-0.516691938736842
1	WALKING	fbodygyrostandarddeviationy	-0.0335081597884211
1	WALKING	fbodygyrostandarddeviationz	-0.436562227473684
1	WALKING	fbodyaccmagmean	-0.128623450629474
1	WALKING	fbodyaccmagstandarddeviation	-0.398032586842105
1	WALKING	fbodybodyaccjerkmagmean	-0.0571194000343158
1	WALKING	fbodybodyaccjerkmagstandarddeviation	-0.103492403002105
1	WALKING	fbodybodygyromagmean	-0.199252568986316
1	WALKING	fbodybodygyromagstandarddeviation	-0.321017953894737
1	WALKING	fbodybodygyrojerkmagmean	-0.319308593778947
1	WALKING	fbodybodygyrojerkmagstandarddeviation	-0.381601911789474
1	WALKING_DOWNSTAIRS	tbodyaccmeanx	0.289188320408163
1	WALKING_DOWNSTAIRS	tbodyaccmeany	-0.00991850461020408
1	WALKING_DOWNSTAIRS	tbodyaccmeanz	-0.107566190908163
1	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationx	0.0300353383483878
1	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationy	-0.0319359434489796
1	WALKING_DOWNSTAIRS	tbodyaccstandarddeviationz	-0.230434213204082
1	WALKING_DOWNSTAIRS	tgravityaccmeanx	0.931874418979592
1	WALKING_DOWNSTAIRS	tgravityaccmeany	-0.266610338979592
1	WALKING_DOWNSTAIRS	tgravityaccmeanz	-0.0621199585938775
1	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationx	-0.950559811632653
1	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationy	-0.937018658979592
1	WALKING_DOWNSTAIRS	tgravityaccstandarddeviationz	-0.895939695102041
1	WALKING_DOWNSTAIRS	tbodyaccjerkmeanx	0.0541553164897959
1	WALKING_DOWNSTAIRS	tbodyaccjerkmeany	0.0296504490408163
1	WALKING_DOWNSTAIRS	tbodyaccjerkmeanz	-0.0109719730183673
1	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationx	-0.012283860544898
1	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationy	-0.101601390640816
1	WALKING_DOWNSTAIRS	tbodyaccjerkstandarddeviationz	-0.345735032326531
1	WALKING_DOWNSTAIRS	tbodygyromeanx	-0.0350781902989796
1	WALKING_DOWNSTAIRS	tbodygyromeany	-0.0909371290204082
1	WALKING_DOWNSTAIRS	tbodygyromeanz	0.0900850142030612
1	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationx	-0.458030542938775
1	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationy	-0.126349194938775
1	WALKING_DOWNSTAIRS	tbodygyrostandarddeviationz	-0.124702454242857
1	WALKING_DOWNSTAIRS	tbodygyrojerkmeanx	-0.0739592036271429
1	WALKING_DOWNSTAIRS	tbodygyrojerkmeany	-0.0439902783367347
1	WALKING_DOWNSTAIRS	tbodygyrojerkmeanz	-0.0270461061061224
1	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationx	-0.487027342244898
1	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationy	-0.238824827530612
1	WALKING_DOWNSTAIRS	tbodygyrojerkstandarddeviationz	-0.268761480242857
1	WALKING_DOWNSTAIRS	tbodyaccmagmean	0.0271882914106122
1	WALKING_DOWNSTAIRS	tbodyaccmagstandarddeviation	0.0198843506265306
1	WALKING_DOWNSTAIRS	tgravityaccmagmean	0.0271882914106122
1	WALKING_DOWNSTAIRS	tgravityaccmagstandarddeviation	0.0198843506265306
1	WALKING_DOWNSTAIRS	tbodyaccjerkmagmean	-0.0894474807979592
1	WALKING_DOWNSTAIRS	tbodyaccjerkmagstandarddeviation	-0.0257877197081633
1	WALKING_DOWNSTAIRS	tbodygyromagmean	-0.0757412543673469
1	WALKING_DOWNSTAIRS	tbodygyromagstandarddeviation	-0.225724368061224
1	WALKING_DOWNSTAIRS	tbodygyrojerkmagmean	-0.295463843346939
1	WALKING_DOWNSTAIRS	tbodygyrojerkmagstandarddeviation	-0.306510645530612
1	WALKING_DOWNSTAIRS	fbodyaccmeanx	0.0382291831510204
1	WALKING_DOWNSTAIRS	fbodyaccmeany	0.00154990783591837
1	WALKING_DOWNSTAIRS	fbodyaccmeanz	-0.225574471693878
1	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationx	0.0243308391387755
1	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationy	-0.112963739953061
1	WALKING_DOWNSTAIRS	fbodyaccstandarddeviationz	-0.297927894693878
1	WALKING_DOWNSTAIRS	fbodyaccjerkmeanx	-0.0276638676122449
1	WALKING_DOWNSTAIRS	fbodyaccjerkmeany	-0.12866715764898
1	WALKING_DOWNSTAIRS	fbodyaccjerkmeanz	-0.288334735714286
1	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationx	-0.0863278966402041
1	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationy	-0.134580008877551
1	WALKING_DOWNSTAIRS	fbodyaccjerkstandarddeviationz	-0.401721464285714
1	WALKING_DOWNSTAIRS	fbodygyromeanx	-0.352449631363265
1	WALKING_DOWNSTAIRS	fbodygyromeany	-0.0557022524693878
1	WALKING_DOWNSTAIRS	fbodygyromeanz	-0.0318694271979592
1	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationx	-0.495422486102041
1	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationy	-0.181414728657143
1	WALKING_DOWNSTAIRS	fbodygyrostandarddeviationz	-0.238443565306122
1	WALKING_DOWNSTAIRS	fbodyaccmagmean	0.0965845343040816
1	WALKING_DOWNSTAIRS	fbodyaccmagstandarddeviation	-0.186530301073469
1	WALKING_DOWNSTAIRS	fbodybodyaccjerkmagmean	0.0262184949326531
1	WALKING_DOWNSTAIRS	fbodybodyaccjerkmagstandarddeviation	-0.104052260726531
1	WALKING_DOWNSTAIRS	fbodybodygyromagmean	-0.185720285744898
1	WALKING_DOWNSTAIRS	fbodybodygyromagstandarddeviation	-0.398350390122449
1	WALKING_DOWNSTAIRS	fbodybodygyrojerkmagmean	-0.281963359177551
1	WALKING_DOWNSTAIRS	fbodybodygyrojerkmagstandarddeviation	-0.391919876612245
1	WALKING_UPSTAIRS	tbodyaccmeanx	0.255461689622641
1	WALKING_UPSTAIRS	tbodyaccmeany	-0.0239531492643396
1	WALKING_UPSTAIRS	tbodyaccmeanz	-0.0973020020943396
1	WALKING_UPSTAIRS	tbodyaccstandarddeviationx	-0.35470802509434
1	WALKING_UPSTAIRS	tbodyaccstandarddeviationy	-0.00232026501698113
1	WALKING_UPSTAIRS	tbodyaccstandarddeviationz	-0.0194792388471698
1	WALKING_UPSTAIRS	tgravityaccmeanx	0.89335109754717
1	WALKING_UPSTAIRS	tgravityaccmeany	-0.362153364339623
1	WALKING_UPSTAIRS	tgravityaccmeanz	-0.075402939754717
1	WALKING_UPSTAIRS	tgravityaccstandarddeviationx	-0.956367027924528
1	WALKING_UPSTAIRS	tgravityaccstandarddeviationy	-0.952849233207547
1	WALKING_UPSTAIRS	tgravityaccstandarddeviationz	-0.912379410377358
1	WALKING_UPSTAIRS	tbodyaccjerkmeanx	0.101372729922642
1	WALKING_UPSTAIRS	tbodyaccjerkmeany	0.0194863076188679
1	WALKING_UPSTAIRS	tbodyaccjerkmeanz	-0.0455625449113208
1	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationx	-0.446843887735849
1	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationy	-0.378274426037736
1	WALKING_UPSTAIRS	tbodyaccjerkstandarddeviationz	-0.706593530943396
1	WALKING_UPSTAIRS	tbodygyromeanx	0.050549379754717
1	WALKING_UPSTAIRS	tbodygyromeany	-0.166170015088679
1	WALKING_UPSTAIRS	tbodygyromeanz	0.0583595463981132
1	WALKING_UPSTAIRS	tbodygyrostandarddeviationx	-0.544871104528302
1	WALKING_UPSTAIRS	tbodygyrostandarddeviationy	0.00410518379811321
1	WALKING_UPSTAIRS	tbodygyrostandarddeviationz	-0.50716867490566
1	WALKING_UPSTAIRS	tbodygyrojerkmeanx	-0.122232768011321
1	WALKING_UPSTAIRS	tbodygyrojerkmeany	-0.0421485884509434
1	WALKING_UPSTAIRS	tbodygyrojerkmeanz	-0.0407125527654717
1	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationx	-0.614786508490566
1	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationy	-0.601696656226415
1	WALKING_UPSTAIRS	tbodygyrojerkstandarddeviationz	-0.606332002264151
1	WALKING_UPSTAIRS	tbodyaccmagmean	-0.129927630735849
1	WALKING_UPSTAIRS	tbodyaccmagstandarddeviation	-0.324970929245283
1	WALKING_UPSTAIRS	tgravityaccmagmean	-0.129927630735849
1	WALKING_UPSTAIRS	tgravityaccmagstandarddeviation	-0.324970929245283
1	WALKING_UPSTAIRS	tbodyaccjerkmagmean	-0.466503446226415
1	WALKING_UPSTAIRS	tbodyaccjerkmagstandarddeviation	-0.478991622075472
1	WALKING_UPSTAIRS	tbodygyromagmean	-0.126735589969811
1	WALKING_UPSTAIRS	tbodygyromagstandarddeviation	-0.14861931805283
1	WALKING_UPSTAIRS	tbodygyrojerkmagmean	-0.59488286509434
1	WALKING_UPSTAIRS	tbodygyrojerkmagstandarddeviation	-0.648553044339623
1	WALKING_UPSTAIRS	fbodyaccmeanx	-0.404321784150943
1	WALKING_UPSTAIRS	fbodyaccmeany	-0.190976720811321
1	WALKING_UPSTAIRS	fbodyaccmeanz	-0.433349702075472
1	WALKING_UPSTAIRS	fbodyaccstandarddeviationx	-0.337428188679245
1	WALKING_UPSTAIRS	fbodyaccstandarddeviationy	0.0217695106566038
1	WALKING_UPSTAIRS	fbodyaccstandarddeviationz	0.0859565543849057
1	WALKING_UPSTAIRS	fbodyaccjerkmeanx	-0.479875245660377
1	WALKING_UPSTAIRS	fbodyaccjerkmeany	-0.41344458754717
1	WALKING_UPSTAIRS	fbodyaccjerkmeanz	-0.685474353962264
1	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationx	-0.461907025849057
1	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationy	-0.381777065283019
1	WALKING_UPSTAIRS	fbodyaccjerkstandarddeviationz	-0.726040200754717
1	WALKING_UPSTAIRS	fbodygyromeanx	-0.492611667924528
1	WALKING_UPSTAIRS	fbodygyromeany	-0.319474609056604
1	WALKING_UPSTAIRS	fbodygyromeanz	-0.453597213018868
1	WALKING_UPSTAIRS	fbodygyrostandarddeviationx	-0.565892490754717
1	WALKING_UPSTAIRS	fbodygyrostandarddeviationy	0.151538905566038
1	WALKING_UPSTAIRS	fbodygyrostandarddeviationz	-0.57170784
1	WALKING_UPSTAIRS	fbodyaccmagmean	-0.352395944716981
1	WALKING_UPSTAIRS	fbodyaccmagstandarddeviation	-0.416260101509434
1	WALKING_UPSTAIRS	fbodybodyaccjerkmagmean	-0.44265216245283
1	WALKING_UPSTAIRS	fbodybodyaccjerkmagstandarddeviation	-0.533059853773585
1	WALKING_UPSTAIRS	fbodybodygyromagmean	-0.325961457396226
1	WALKING_UPSTAIRS	fbodybodygyromagstandarddeviation	-0.182985518264151
1	WALKING_UPSTAIRS	fbodybodygyrojerkmagmean	-0.634665082075472
1	WALKING_UPSTAIRS	fbodybodygyrojerkmagstandarddeviation	-0.693930521509434
2	LAYING	tbodyaccmeanx	0.281373403958333
2	LAYING	tbodyaccmeany	-0.0181587397583333
2	LAYING	tbodyaccmeanz	-0.107245610416667
2	LAYING	tbodyaccstandarddeviationx	-0.974059464791667
2	LAYING	tbodyaccstandarddeviationy	-0.98027739875
2	LAYING	tbodyaccstandarddeviationz	-0.984233296875
2	LAYING	tgravityaccmeanx	-0.509754238125
2	LAYING	tgravityaccmeany	0.752536639375
2	LAYING	tgravityaccmeanz	0.646834879583333
2	LAYING	tgravityaccstandarddeviationx	-0.959014441458333
2	LAYING	tgravityaccstandarddeviationy	-0.988211865208333
2	LAYING	tgravityaccstandarddeviationz	-0.984230418125
2	LAYING	tbodyaccjerkmeanx	0.0825972511666667
2	LAYING	tbodyaccjerkmeany	0.012254788451875
2	LAYING	tbodyaccjerkmeanz	-0.00180264895625
2	LAYING	tbodyaccjerkstandarddeviationx	-0.98587216875
2	LAYING	tbodyaccjerkstandarddeviationy	-0.98317254125
2	LAYING	tbodyaccjerkstandarddeviationz	-0.988442014375
2	LAYING	tbodygyromeanx	-0.01847660675
2	LAYING	tbodygyromeany	-0.111800824583333
2	LAYING	tbodygyromeanz	0.144882846104167
2	LAYING	tbodygyrostandarddeviationx	-0.988275232916667
2	LAYING	tbodygyrostandarddeviationy	-0.982291608958333
2	LAYING	tbodygyrostandarddeviationz	-0.960306560416667
2	LAYING	tbodygyrojerkmeanx	-0.101974134208333
